id,year,sys,fis,per,ad,co,ba,no,pv,in,ve,cc,cp,cm,value,cluster
7647,2020,6,3,6,0,0,0,0,13560,8550,0,0,0,0,22110,1
7648,2022,6,3,6,0,0,0,0,13560,8550,0,0,0,0,22110,1
7649,2022,6,3,6,0,0,0,0,13560,8550,0,0,0,0,22110,1
7650,2022,6,3,6,0,0,0,0,13560,8550,0,0,0,0,22110,1
7651,2022,6,3,6,0,0,0,0,13560,8550,0,0,0,0,22110,1
7652,2020,6,3,6,0,0,0,0,13560,8550,0,0,0,0,22110,1
7653,2022,6,3,7,0,0,0,0,0,0,13550,8550,0,0,22100,3
7654,2021,3,1,5,0,6130,0,8120,0,0,0,0,0,0,14250,2
7655,2022,3,1,7,0,0,0,0,16340,2850,0,2850,0,0,22040,1
7656,2022,5,1,6,0,0,0,6340,0,0,3550,2850,2850,6450,22040,4
7657,2020,3,2,7,0,0,0,0,16340,2850,0,2850,0,0,22040,1
7658,2022,3,1,7,0,0,0,0,16340,2850,0,2850,0,0,22040,1
7659,2022,5,1,6,0,0,0,6340,0,2850,6450,2850,0,3550,22040,4
7660,2022,3,1,7,0,0,0,0,16340,2850,0,2850,0,0,22040,1
7661,2022,5,1,6,0,0,0,6340,0,2850,6450,2850,0,3550,22040,4
7662,2022,3,1,7,0,0,0,0,16340,2850,0,2850,0,0,22040,1
7663,2020,3,1,7,0,0,0,0,16340,2850,0,2850,0,0,22040,1
7664,2022,5,1,6,0,0,0,6340,0,2850,6450,2850,0,3550,22040,4
7665,2022,5,2,6,0,0,0,6340,0,2850,6450,2850,0,3550,22040,4
7666,2022,5,1,6,0,0,0,6340,0,2850,6450,2850,0,3550,22040,4
7667,2022,5,2,6,0,0,0,6340,0,0,10000,5700,0,0,22040,3
7668,2022,3,1,7,0,0,0,0,16340,2850,0,2850,0,0,22040,1
7669,2022,5,3,6,0,0,0,6340,0,2850,10000,2850,0,0,22040,3
7670,2022,5,1,6,0,0,0,6340,0,0,3550,2850,2850,6450,22040,4
7671,2022,3,1,7,0,0,0,0,16340,2850,0,2850,0,0,22040,1
7672,2020,3,1,7,0,0,0,0,16340,2850,0,2850,0,0,22040,1
7673,2022,3,1,7,0,0,0,0,16340,2850,0,2850,0,0,22040,1
7674,2020,1,1,10,0,0,0,0,0,22000,0,0,0,0,22000,1
7675,2022,6,1,6,0,0,0,6340,0,2850,3550,2850,2850,3550,21990,4
7676,2020,6,1,6,0,0,0,6340,0,2850,3550,2850,2850,3550,21990,4
7677,2022,6,1,6,0,0,0,6340,0,2850,3550,2850,2850,3550,21990,4
7678,2022,6,1,6,0,0,0,6340,0,2850,3550,2850,2850,3550,21990,4
7679,2022,6,1,6,0,0,0,6340,0,2850,3550,2850,2850,3550,21990,4
7680,2022,6,1,6,0,0,0,6340,0,2850,3550,2850,2850,3550,21990,4
7681,2022,6,1,6,0,0,0,6340,0,2850,3550,2850,2850,3550,21990,4
7682,2022,6,1,6,0,0,0,6340,0,2850,3550,2850,2850,3550,21990,4
7683,2022,6,1,6,0,0,0,6340,0,2850,3550,2850,2850,3550,21990,4
7684,2022,6,2,6,0,0,0,6340,0,5700,7100,2850,0,0,21990,3
7685,2022,6,1,6,0,0,0,6340,0,2850,3550,2850,2850,3550,21990,4
7686,2022,6,1,6,0,0,0,6340,0,2850,3550,2850,2850,3550,21990,4
7687,2022,6,1,6,0,0,0,6340,0,2850,3550,2850,2850,3550,21990,4
7688,2022,6,2,7,0,0,0,0,0,5700,3550,0,2850,3550,15650,4
7689,2021,6,1,7,0,0,0,0,0,2850,3550,2850,2850,3550,15650,4
7690,2022,6,1,7,0,0,0,0,0,2850,3550,2850,2850,3550,15650,4
7691,2022,4,1,8,0,0,0,0,0,0,6450,4520,4520,6450,21940,4
7692,2021,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7693,2021,4,1,7,0,0,0,8120,0,0,6450,4520,2850,0,21940,3
7694,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7695,2021,4,1,8,0,0,0,0,0,4520,6450,0,4520,6450,21940,4
7696,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7697,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7698,2022,4,1,7,0,0,0,8120,0,4520,6450,2850,0,0,21940,3
7699,2021,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7700,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7701,2022,4,1,8,0,0,0,0,0,0,6450,4520,4520,6450,21940,4
7702,2022,4,1,7,0,0,0,8120,0,2850,6450,4520,0,0,21940,3
7703,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7704,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7705,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7706,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7707,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7708,2022,4,1,7,0,0,0,8120,0,4520,6450,2850,0,0,21940,3
7709,2022,4,1,8,0,0,0,0,0,0,6450,4520,4520,6450,21940,4
7710,2022,4,1,8,0,0,0,0,0,0,6450,4520,4520,6450,21940,4
7711,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7712,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7713,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7714,2021,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7715,2022,4,1,8,0,0,0,0,0,0,6450,4520,4520,6450,21940,4
7716,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7717,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7718,2022,4,1,8,0,0,0,0,0,0,6450,4520,4520,6450,21940,4
7719,2022,4,1,8,0,0,0,0,0,4520,6450,0,4520,6450,21940,4
7720,2021,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7721,2022,4,2,8,0,0,0,0,0,9040,0,0,0,12900,21940,1
7722,2021,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7723,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7724,2022,4,2,8,0,0,0,0,0,0,12900,9040,0,0,21940,3
7725,2022,4,1,8,0,0,0,0,0,0,6450,4520,4520,6450,21940,4
7726,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7727,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7728,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7729,2022,4,1,8,0,0,0,0,0,0,6450,4520,4520,6450,21940,4
7730,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7731,2022,4,1,8,0,0,0,0,0,4520,6450,0,4520,6450,21940,4
7732,2022,4,1,8,0,0,0,0,0,0,6450,4520,4520,6450,21940,4
7733,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7734,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7735,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7736,2021,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7737,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7738,2022,4,1,8,0,0,0,0,0,0,6450,4520,4520,6450,21940,4
7739,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7740,2022,4,1,8,0,0,0,0,0,0,6450,4520,4520,6450,21940,4
7741,2020,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7742,2022,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7743,2021,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7744,2021,4,1,8,0,0,0,0,0,4520,6450,4520,0,6450,21940,4
7745,2022,4,1,8,0,0,0,0,0,0,6450,4520,4520,6450,21940,4
7746,2022,3,2,5,0,14030,7900,0,0,0,0,0,0,0,21930,2
7747,2022,5,1,8,0,0,0,0,0,4520,6450,4520,2850,3550,21890,4
7748,2022,5,1,6,0,0,0,8120,4520,2850,0,2850,0,3550,21890,1
7749,2022,5,2,8,0,0,0,0,0,0,10000,7370,4520,0,21890,3
7750,2022,5,1,8,0,0,0,0,0,4520,6450,4520,2850,3550,21890,4
7751,2022,5,1,8,0,0,0,0,0,4520,6450,4520,2850,3550,21890,4
7752,2022,5,1,8,0,0,0,0,0,4520,6450,4520,2850,3550,21890,4
7753,2022,5,1,8,0,0,0,0,0,4520,6450,4520,2850,3550,21890,4
7754,2022,4,1,6,0,6130,0,0,0,0,6450,2850,0,6450,21880,3
7755,2022,4,1,9,0,0,0,0,0,9000,3550,2850,0,6450,21850,4
7756,2021,6,2,6,0,0,0,0,9040,5700,0,0,0,7100,21840,1
7757,2022,6,3,6,0,0,0,0,9040,0,7100,5700,0,0,21840,3
7758,2021,6,2,6,0,0,0,0,9040,5700,0,0,0,7100,21840,1
7759,2020,6,2,6,0,0,0,0,9040,0,7100,5700,0,0,21840,3
7760,2021,6,2,6,0,0,0,0,9040,5700,7100,0,0,0,21840,1
7761,2022,6,2,6,0,0,0,0,9040,5700,0,0,0,7100,21840,1
7762,2021,6,2,6,0,0,0,0,9040,5700,0,0,0,7100,21840,1
7763,2022,6,2,6,0,0,0,0,9040,5700,0,0,0,7100,21840,1
7764,2022,5,1,6,0,6130,0,0,0,2850,6450,2850,0,3550,21830,4
7765,2022,3,1,9,0,0,0,0,0,0,10860,4520,0,6450,21830,3
7766,2022,4,1,6,0,0,0,6340,4520,4520,6450,0,0,0,21830,1
7767,2022,4,2,7,0,0,0,6340,0,4520,6450,4520,0,0,21830,3
7768,2022,5,1,6,0,6130,0,0,0,0,6450,2850,2850,3550,21830,4
7769,2022,3,1,9,0,0,0,0,0,4520,10860,0,0,6450,21830,4
7770,2022,4,2,7,0,0,0,6340,0,4520,6450,4520,0,0,21830,3
7771,2022,3,1,9,0,0,0,0,0,4520,10860,0,0,6450,21830,4
7772,2022,3,1,9,0,0,0,0,0,0,10860,4520,0,6450,21830,3
7773,2022,4,2,7,0,0,0,6340,0,0,6450,4520,4520,0,21830,3
7774,2022,6,1,7,4500,0,0,0,4520,2850,3550,2850,0,3550,21820,4
7775,2022,6,1,7,4500,0,0,0,4520,2850,3550,2850,0,3550,21820,4
7776,2022,6,1,7,4500,0,0,0,4520,2850,3550,2850,0,3550,21820,4
7777,2022,6,1,7,4500,0,0,0,4520,2850,3550,2850,0,3550,21820,4
7778,2022,6,1,7,4500,0,0,0,4520,2850,3550,2850,0,3550,21820,4
7779,2022,6,1,7,4500,0,0,0,4520,2850,3550,2850,0,3550,21820,4
7780,2022,6,1,7,4500,0,0,0,4520,2850,3550,2850,0,3550,21820,4
7781,2022,6,1,7,4500,0,0,0,4520,2850,3550,2850,0,3550,21820,4
7782,2022,5,1,9,0,0,0,0,0,9000,3550,2850,2850,3550,21800,4
7783,2022,6,1,6,0,6130,0,0,0,2850,3550,2850,2850,3550,21780,4
7784,2022,6,1,6,0,0,6130,0,0,2850,3550,2850,2850,3550,21780,4
7785,2022,6,1,6,0,6130,0,0,0,2850,3550,2850,2850,3550,21780,4
7786,2022,6,1,6,0,6130,0,0,0,2850,3550,2850,2850,3550,21780,4
7787,2022,6,1,6,0,0,6130,0,0,2850,3550,2850,2850,3550,21780,4
7788,2022,6,1,6,0,6130,0,0,0,2850,3550,2850,2850,3550,21780,4
7789,2022,6,1,6,0,0,6130,0,0,2850,3550,2850,2850,3550,21780,4
7790,2022,4,1,9,0,0,0,0,0,4520,10860,2850,0,3550,21780,4
7791,2022,6,1,6,0,6130,0,0,0,2850,3550,2850,2850,3550,21780,4
7792,2021,4,1,9,0,0,0,0,0,4520,10860,0,2850,3550,21780,4
7793,2021,6,1,6,0,6130,0,0,0,2850,3550,2850,2850,3550,21780,4
7794,2022,4,1,9,0,0,0,0,0,4520,10860,2850,0,3550,21780,4
7795,2021,6,1,6,0,6130,0,0,0,2850,3550,2850,2850,3550,21780,4
7796,2022,6,1,6,0,0,6130,0,0,2850,3550,2850,2850,3550,21780,4
7797,2022,6,1,6,0,6130,0,0,0,2850,3550,2850,2850,3550,21780,4
7798,2022,4,1,5,0,6130,0,6340,0,0,6450,2850,0,0,21770,3
7799,2021,4,1,5,0,6130,0,6340,0,0,6450,2850,0,0,21770,3
7800,2021,4,1,5,0,6130,0,6340,0,0,6450,2850,0,0,21770,3
7801,2022,2,1,7,0,7900,0,13870,0,0,0,0,0,0,21770,2
7802,2021,4,1,5,0,6130,0,6340,0,0,6450,2850,0,0,21770,3
7803,2022,4,1,5,0,6130,0,6340,0,0,6450,2850,0,0,21770,3
7804,2021,4,1,5,0,6130,0,6340,0,0,6450,2850,0,0,21770,3
7805,2022,4,1,5,0,6130,0,6340,0,0,6450,2850,0,0,21770,3
7806,2022,4,1,5,0,6130,0,6340,0,0,6450,2850,0,0,21770,3
7807,2022,4,2,8,0,0,0,0,0,0,14370,7370,0,0,21740,3
7808,2022,4,1,8,0,0,0,0,0,4520,7920,2850,0,6450,21740,4
7809,2021,4,1,8,0,0,0,0,0,2850,7920,4520,0,6450,21740,4
7810,2022,4,1,8,0,0,0,0,0,4520,7920,2850,0,6450,21740,4
7811,2022,4,1,8,0,0,0,0,0,4520,7920,2850,0,6450,21740,4
7812,2022,5,1,5,0,6130,0,6340,0,2850,3550,2850,0,0,21720,3
7813,2022,4,1,7,0,0,0,0,7900,4520,6450,2850,0,0,21720,1
7814,2021,4,1,7,0,0,0,0,7900,4520,0,2850,0,6450,21720,1
7815,2022,4,1,7,0,7900,0,0,0,0,6450,4520,2850,0,21720,3
7816,2022,4,1,7,0,7900,0,0,0,4520,6450,2850,0,0,21720,3
7817,2022,5,1,5,0,6130,0,6340,0,0,3550,2850,2850,0,21720,3
7818,2022,5,1,5,0,0,6130,6340,0,0,3550,2850,2850,0,21720,3
7819,2022,5,1,5,0,6130,0,6340,0,2850,3550,2850,0,0,21720,3
7820,2022,4,2,6,0,0,0,8120,7900,2850,0,2850,0,0,21720,1
7821,2021,5,2,5,0,6130,0,6340,0,0,3550,2850,2850,0,21720,3
7822,2022,4,1,7,0,0,7900,0,0,2850,6450,4520,0,0,21720,3
7823,2022,5,1,5,0,6130,0,6340,0,2850,3550,2850,0,0,21720,3
7824,2022,5,1,5,0,6130,0,6340,0,0,3550,2850,2850,0,21720,3
7825,2022,4,1,6,0,7900,0,8120,0,0,0,2850,2850,0,21720,2
7826,2022,5,1,5,0,6130,0,6340,0,2850,3550,2850,0,0,21720,3
7827,2022,5,2,5,0,6130,0,6340,0,2850,3550,2850,0,0,21720,3
7828,2021,4,1,7,0,0,0,0,7900,4520,6450,2850,0,0,21720,1
7829,2021,5,1,5,0,6130,0,6340,0,0,3550,2850,2850,0,21720,3
7830,2022,5,2,5,0,6130,0,6340,0,2850,3550,2850,0,0,21720,3
7831,2022,5,1,5,0,6130,0,6340,0,0,3550,2850,2850,0,21720,3
7832,2022,5,1,5,0,6130,0,6340,0,2850,0,0,2850,3550,21720,2
7833,2021,5,1,5,0,6130,0,6340,0,2850,3550,2850,0,0,21720,3
7834,2022,5,1,5,0,6130,0,6340,0,0,3550,2850,2850,0,21720,3
7835,2022,4,1,7,0,0,0,0,7900,4520,0,2850,0,6450,21720,1
7836,2022,5,2,5,0,6130,0,6340,0,0,3550,2850,2850,0,21720,3
7837,2022,4,1,7,0,0,0,0,7900,0,0,4520,2850,6450,21720,4
7838,2022,5,1,5,0,6130,0,6340,0,2850,3550,2850,0,0,21720,3
7839,2020,5,1,5,0,6130,0,6340,0,2850,3550,2850,0,0,21720,3
7840,2020,5,2,5,0,0,6130,6340,0,2850,0,0,2850,3550,21720,0
7841,2022,5,1,5,0,0,6130,6340,0,0,3550,2850,2850,0,21720,3
7842,2022,5,1,5,0,6130,0,6340,0,0,3550,2850,2850,0,21720,3
7843,2022,5,1,5,0,6130,0,6340,0,2850,3550,2850,0,0,21720,3
7844,2022,4,1,7,0,0,0,0,7900,2850,6450,4520,0,0,21720,1
7845,2022,5,1,5,0,6130,0,6340,0,2850,3550,2850,0,0,21720,3
7846,2022,5,1,5,0,6130,0,6340,0,2850,3550,2850,0,0,21720,3
7847,2022,5,1,5,0,6130,0,6340,0,0,3550,2850,2850,0,21720,3
7848,2022,5,1,5,0,6130,0,6340,0,2850,3550,2850,0,0,21720,3
7849,2022,4,1,7,0,0,0,0,7900,4520,0,0,2850,6450,21720,1
7850,2022,5,1,5,0,6130,0,6340,0,0,3550,2850,2850,0,21720,3
7851,2022,5,1,5,0,6130,0,6340,0,0,3550,2850,2850,0,21720,3
7852,2022,5,1,8,0,0,0,0,0,4520,7920,2850,2850,3550,21690,4
7853,2022,5,1,7,0,0,0,0,4520,2850,7920,2850,0,3550,21690,4
7854,2022,5,1,7,0,0,0,0,4520,2850,7920,2850,0,3550,21690,4
7855,2022,5,1,8,0,0,0,0,0,2850,7920,4520,2850,3550,21690,4
7856,2022,5,1,8,0,0,0,0,0,4520,7920,2850,2850,3550,21690,4
7857,2022,5,1,7,0,0,0,0,4520,2850,7920,2850,0,3550,21690,4
7858,2022,5,1,8,0,0,0,0,0,2850,7920,4520,2850,3550,21690,4
7859,2022,5,1,7,0,0,0,0,4520,2850,7920,2850,0,3550,21690,4
7860,2022,5,1,7,0,0,0,0,7900,4520,0,2850,2850,3550,21670,4
7861,2022,5,1,7,0,0,0,0,7900,4520,0,2850,2850,3550,21670,4
7862,2022,5,1,7,0,0,0,0,7900,4520,0,2850,2850,3550,21670,4
7863,2022,3,1,7,0,0,0,0,10700,4520,0,0,0,6450,21670,1
7864,2022,3,1,7,0,0,0,0,10700,4520,0,0,0,6450,21670,1
7865,2022,5,2,6,0,0,0,0,12420,5700,0,0,0,3550,21670,1
7866,2021,3,1,7,0,0,0,0,10700,4520,0,0,0,6450,21670,1
7867,2022,5,2,6,0,0,0,0,12420,2850,0,2850,0,3550,21670,1
7868,2022,5,1,7,0,0,0,0,7900,4520,0,2850,2850,3550,21670,4
7869,2021,5,2,6,0,0,0,0,12420,2850,0,0,2850,3550,21670,1
7870,2022,5,2,6,0,0,0,0,12420,2850,3550,2850,0,0,21670,1
7871,2022,3,1,7,0,0,0,0,10700,4520,6450,0,0,0,21670,1
7872,2022,5,1,7,0,0,0,0,7900,2850,0,4520,2850,3550,21670,4
7873,2020,5,1,7,0,0,0,0,7900,4520,0,2850,2850,3550,21670,4
7874,2022,5,1,7,0,0,0,0,7900,4520,0,2850,2850,3550,21670,4
7875,2021,3,1,7,0,0,0,0,10700,4520,0,0,0,6450,21670,1
7876,2021,3,1,7,0,0,0,0,10700,4520,0,0,0,6450,21670,1
7877,2022,5,2,6,0,0,0,0,12420,2850,0,2850,0,3550,21670,1
7878,2021,3,1,7,0,0,0,0,10700,4520,0,0,0,6450,21670,1
7879,2022,5,1,7,0,0,0,0,7900,4520,0,2850,2850,3550,21670,4
7880,2022,3,1,7,0,0,0,0,10700,4520,0,0,0,6450,21670,1
7881,2020,3,1,7,0,0,0,0,10700,4520,0,0,0,6450,21670,1
7882,2021,3,1,7,0,0,0,0,10700,4520,0,0,0,6450,21670,1
7883,2022,4,1,7,0,0,0,0,10700,2850,0,4520,0,3550,21620,1
7884,2022,4,2,7,0,6130,0,0,0,0,6450,4520,4520,0,21620,3
7885,2021,4,1,7,0,6130,0,0,0,0,6450,4520,4520,0,21620,3
7886,2022,4,1,7,0,0,6130,0,0,4520,6450,4520,0,0,21620,3
7887,2022,4,1,7,0,0,6130,0,0,4520,0,0,4520,6450,21620,4
7888,2022,4,1,7,0,0,0,0,10700,4520,0,0,2850,3550,21620,1
7889,2022,4,2,7,0,0,0,0,10700,4520,0,2850,0,3550,21620,1
7890,2021,4,2,6,0,0,0,0,15220,2850,0,0,0,3550,21620,1
7891,2022,4,1,7,0,0,0,0,10700,4520,3550,2850,0,0,21620,1
7892,2022,4,1,7,0,0,0,0,10700,4520,3550,2850,0,0,21620,1
7893,2022,4,3,6,0,6130,0,0,4520,0,6450,4520,0,0,21620,3
7894,2022,4,1,6,0,0,0,6340,7900,4520,0,2850,0,0,21610,1
7895,2022,4,1,6,0,0,0,6340,7900,4520,0,2850,0,0,21610,1
7896,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7897,2021,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7898,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7899,2021,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7900,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7901,2020,2,2,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7902,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7903,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7904,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7905,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7906,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7907,2021,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7908,2021,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7909,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7910,2021,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7911,2021,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7912,2021,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7913,2021,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7914,2021,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7915,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7916,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7917,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7918,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7919,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7920,2021,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7921,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7922,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7923,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7924,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7925,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7926,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7927,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7928,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7929,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7930,2022,2,2,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7931,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7932,2022,4,1,5,0,6130,6130,0,0,0,6450,2850,0,0,21560,3
7933,2020,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7934,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7935,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7936,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7937,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7938,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7939,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7940,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7941,2020,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7942,2020,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7943,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7944,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7945,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7946,2020,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7947,2021,2,2,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7948,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7949,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7950,2022,2,1,7,0,13440,0,8120,0,0,0,0,0,0,21560,2
7951,2022,4,1,7,0,0,0,0,7900,2850,7920,2850,0,0,21520,1
7952,2021,4,1,7,0,7900,0,0,0,0,7920,2850,2850,0,21520,3
7953,2022,5,1,5,0,6130,6130,0,0,0,3550,2850,2850,0,21510,3
7954,2020,5,1,5,0,6130,6130,0,0,0,3550,2850,2850,0,21510,3
7955,2022,5,1,5,0,6130,6130,0,0,0,3550,2850,2850,0,21510,3
7956,2020,5,1,5,0,6130,6130,0,0,0,3550,2850,2850,0,21510,3
7957,2022,5,1,5,0,6130,6130,0,0,0,3550,2850,2850,0,21510,3
7958,2021,3,2,8,0,6130,0,0,0,0,10860,4520,0,0,21510,3
7959,2022,5,1,5,0,6130,6130,0,0,0,3550,2850,2850,0,21510,3
7960,2022,5,1,5,0,6130,6130,0,0,0,3550,2850,2850,0,21510,3
7961,2022,5,1,5,0,6130,6130,0,0,0,0,2850,2850,3550,21510,0
7962,2022,5,2,5,0,6130,6130,0,0,0,3550,2850,2850,0,21510,3
7963,2022,4,2,6,0,0,0,0,15800,2850,0,2850,0,0,21500,1
7964,2022,4,2,6,0,0,0,0,15800,5700,0,0,0,0,21500,1
7965,2022,4,2,6,0,0,0,0,15800,5700,0,0,0,0,21500,1
7966,2022,4,2,6,0,0,0,0,15800,5700,0,0,0,0,21500,1
7967,2021,4,2,6,0,0,0,0,15800,2850,0,2850,0,0,21500,1
7968,2021,4,2,6,0,0,0,0,15800,5700,0,0,0,0,21500,1
7969,2021,4,2,6,0,0,0,0,15800,5700,0,0,0,0,21500,1
7970,2022,4,1,6,0,7900,7900,0,0,0,0,2850,2850,0,21500,2
7971,2022,3,1,7,0,0,0,0,10700,0,7920,2850,0,0,21470,3
7972,2021,4,3,6,0,0,0,0,16940,4520,0,0,0,0,21460,1
7973,2020,4,3,6,0,0,0,0,16940,4520,0,0,0,0,21460,1
7974,2021,4,1,8,0,0,0,0,7900,4520,0,4520,4520,0,21460,1
7975,2021,4,1,8,0,0,0,0,7900,4520,0,4520,4520,0,21460,1
7976,2020,4,1,8,0,0,7900,0,0,4520,0,4520,4520,0,21460,4
7977,2022,5,1,7,0,0,0,0,0,2850,6450,2850,2850,6450,21450,4
7978,2021,3,2,6,0,0,0,0,18600,2850,0,0,0,0,21450,1
7979,2021,5,1,7,0,0,0,0,0,2850,6450,2850,2850,6450,21450,4
7980,2021,4,1,4,0,6130,6130,6340,0,0,0,2850,0,0,21450,2
7981,2022,5,1,7,0,0,0,0,0,2850,6450,2850,2850,6450,21450,4
7982,2022,5,1,7,0,0,0,0,0,2850,6450,2850,2850,6450,21450,4
7983,2022,4,1,4,0,6130,6130,6340,0,0,0,0,2850,0,21450,2
7984,2022,5,1,7,0,0,0,0,0,2850,6450,2850,2850,6450,21450,4
7985,2022,5,1,7,0,0,0,0,0,2850,6450,2850,2850,6450,21450,4
7986,2021,3,2,6,0,0,0,0,18600,2850,0,0,0,0,21450,1
7987,2022,5,1,7,0,0,0,0,0,2850,6450,2850,2850,6450,21450,4
